ecological_impact,economic_impact,bias,uncertainty,scarcity,scenario,station,raw_ecological_impact,raw_economic_impact,cooperation_percentage,priority_ok,scarcity_color,scenario_color,scenario_name,station_color
0.99,0.9281535736702856,0.0,0.0,low,1.yml,1,297.0,164922.70093342333,0.4646571428571429,0.0,yellow,red,1,green
1.0,0.9296309851712945,0.0,0.25,low,1.yml,1,300.0,165185.22073838726,0.4538,0.0,yellow,red,1,green
1.0033333333333334,0.9279196174275891,0.0,0.5,low,1.yml,1,301.0,164881.12947742693,0.47582857142857143,0.0,yellow,red,1,green
0.9633333333333334,0.9332851746614942,0.25,0.0,low,1.yml,1,289.0,165834.53009574188,0.4711714285714286,0.0,yellow,red,1,green
0.9566666666666667,0.9333045714967345,0.25,0.25,low,1.yml,1,287.0,165837.97670042902,0.4781714285714286,0.0,yellow,red,1,green
0.96,0.9334858971190998,0.25,0.5,low,1.yml,1,288.0,165870.19627296235,0.4874,0.0,yellow,red,1,green
1.04,0.9200291400167694,-0.25,0.0,low,1.yml,1,312.0,163479.07826180683,0.45831428571428573,0.0,yellow,red,1,green
1.0866666666666667,0.9237330725461891,-0.25,0.25,low,1.yml,1,326.0,164137.2264111605,0.43151428571428574,0.0,yellow,red,1,green
1.0433333333333332,0.9229958672127391,-0.25,0.5,low,1.yml,1,313.0,164006.23311631777,0.4237142857142857,0.0,yellow,red,1,green
1.0166666666666666,0.9334911579274362,0.5,0.0,low,1.yml,1,305.0,165871.13106085148,0.4714857142857143,0.0,yellow,red,1,green
0.9433333333333334,0.9342252482184459,0.5,0.25,low,1.yml,1,283.0,166001.57084684892,0.4896,0.0,yellow,red,1,green
0.9566666666666667,0.9333303132976328,0.5,0.5,low,1.yml,1,287.0,165842.55073585967,0.4986285714285714,0.0,yellow,red,1,green
1.0966666666666667,0.908308895100604,-0.5,0.0,low,1.yml,1,329.0,161396.51940300546,0.43597142857142857,0.0,yellow,red,1,green
1.1166666666666667,0.9057289683843368,-0.5,0.25,low,1.yml,1,335.0,160938.09474750955,0.42757142857142855,0.0,yellow,red,1,green
1.0666666666666667,0.9085318931674515,-0.5,0.5,low,1.yml,1,320.0,161436.14371145045,0.419,0.0,yellow,red,1,green
0.9,0.9351362977810577,0.0,0.0,low,0.yml,1,270.0,78105.08712379653,0.45545714285714284,0.0,yellow,blue,0,green
0.8766666666666667,0.9347411268569658,0.0,0.25,low,0.yml,1,263.0,78072.08139027061,0.43188571428571426,0.0,yellow,blue,0,green
0.8733333333333333,0.9350788429994663,0.0,0.5,low,0.yml,1,262.0,78100.28834662095,0.44017142857142855,0.0,yellow,blue,0,green
0.9066666666666666,0.9354853282711253,0.25,0.0,low,0.yml,1,272.0,78134.23908474628,0.4654285714285714,0.0,yellow,blue,0,green
0.9,0.9386926678930768,0.25,0.25,low,0.yml,1,270.0,78402.12467661405,0.45094285714285715,0.0,yellow,blue,0,green
0.9033333333333333,0.9391188638195613,0.25,0.5,low,0.yml,1,271.0,78437.72170139951,0.46562857142857145,0.0,yellow,blue,0,green
