ecological_impact,economic_impact,bias,uncertainty,scarcity,scenario,station,raw_ecological_impact,raw_economic_impact,cooperation_percentage,priority_ok,scarcity_color,scenario_color,scenario_name,station_color
0.7523809523809524,0.8131149185210321,0.0,0.0,low,0.yml,1,741.0,1526.7773256274352,0.4876285714285714,0.0,yellow,blue,0,green
0.7523809523809524,0.8374411449178866,0.0,0.25,low,0.yml,1,741.0,1572.4544249338308,0.4577428571428571,1.0,yellow,blue,0,green
0.7470899470899471,0.8169806824674788,0.0,0.5,low,0.yml,1,736.0,1534.0360299080037,0.48751428571428573,1.0,yellow,blue,0,green
0.7671957671957672,0.8216322609311189,0.25,0.0,low,0.yml,1,755.0,1542.7702498379247,0.4492,0.0,yellow,blue,0,green
0.7693121693121693,0.8169462364785178,0.25,0.25,low,0.yml,1,757.0,1533.9713510370268,0.4658857142857143,0.0,yellow,blue,0,green
0.765079365079365,0.7996829798969977,0.25,0.5,low,0.yml,1,753.0,1501.5563158251598,0.4602,0.0,yellow,blue,0,green
0.7470899470899471,0.8106128011397911,-0.25,0.0,low,0.yml,1,736.0,1522.07912615191,0.47505714285714284,0.0,yellow,blue,0,green
0.7756613756613756,0.8477219137426802,-0.25,0.25,low,0.yml,1,763.0,1591.7585163656574,0.4730285714285714,0.0,yellow,blue,0,green
0.7862433862433862,0.8368269078439946,-0.25,0.5,low,0.yml,1,773.0,1571.3010784441565,0.45708571428571426,0.0,yellow,blue,0,green
0.7534391534391535,0.8002861962571227,0.5,0.0,low,0.yml,1,742.0,1502.6889688365713,0.49688571428571426,1.0,yellow,blue,0,green
0.7724867724867724,0.8102119816936715,0.5,0.25,low,0.yml,1,760.0,1521.3265116959865,0.4551142857142857,0.0,yellow,blue,0,green
0.7619047619047619,0.833996399939487,0.5,0.5,low,0.yml,1,750.0,1565.9862635389377,0.47045714285714285,1.0,yellow,blue,0,green
0.7555555555555555,0.8237511200504098,-0.5,0.0,low,0.yml,1,744.0,1546.7488093082352,0.47891428571428574,1.0,yellow,blue,0,green
0.7788359788359789,0.8383974996624082,-0.5,0.25,low,0.yml,1,766.0,1574.2501621733438,0.4896,1.0,yellow,blue,0,green
