,generation,quota_params,incentive_params,ecological_impact,economic_impact,adjusted_score,ok_satisfaction,simulation
NORMAL_GROWTH_FACTOR,0,1.1334173632679985,,0.7443478260869565,0.899516177379413,0.05651349807863256,0.0,<src.core.WaterManagementSimulation object at 0x000001870B3276E0>
ESTIMATION_FACTOR,0,0.7151277762047487,,0.7443478260869565,0.899516177379413,0.05651349807863256,0.0,<src.core.WaterManagementSimulation object at 0x000001870B3276E0>
CRISIS_PUMPING_RESTRICTION,0,0.800659937828618,,0.7443478260869565,0.899516177379413,0.05651349807863256,0.0,<src.core.WaterManagementSimulation object at 0x000001870B3276E0>
ANTICIPATION_FACTOR,0,,0.6250008367129668,0.7443478260869565,0.899516177379413,0.05651349807863256,0.0,<src.core.WaterManagementSimulation object at 0x000001870B3276E0>
NON_PRIORITY_ACTORS_INCREASE,0,,1.0284365150588481,0.7443478260869565,0.899516177379413,0.05651349807863256,0.0,<src.core.WaterManagementSimulation object at 0x000001870B3276E0>
FINE_INCOME_BASE_CALCULATION,0,,0.7267186121615442,0.7443478260869565,0.899516177379413,0.05651349807863256,0.0,<src.core.WaterManagementSimulation object at 0x000001870B3276E0>
EPSILON_PRIORITY,0,,0.35046194020227645,0.7443478260869565,0.899516177379413,0.05651349807863256,0.0,<src.core.WaterManagementSimulation object at 0x000001870B3276E0>
