ecological_impact,economic_impact,bias,uncertainty,scarcity,scenario,station,raw_ecological_impact,raw_economic_impact,cooperation_percentage,priority_ok,scarcity_color,scenario_color,scenario_name,station_color
0.6677248677248677,0.7478516695815535,0.0,0.0,low,0.yml,1,661.0,1404.2332098967663,0.7157142857142857,0.0,yellow,blue,0,green
0.6634920634920635,0.7492287167491034,0.0,0.25,low,0.yml,1,657.0,1406.8188768718094,0.6794285714285714,0.0,yellow,blue,0,green
0.6698412698412698,0.7407818483431368,0.0,0.5,low,0.yml,1,663.0,1390.958280957217,0.6901142857142857,0.0,yellow,blue,0,green
0.6772486772486772,0.7387077434843577,0.25,0.0,low,0.yml,1,670.0,1387.0637560908951,0.6868857142857143,0.0,yellow,blue,0,green
0.6550264550264551,0.747221536585442,0.25,0.25,low,0.yml,1,649.0,1403.0500158012223,0.6804857142857142,0.0,yellow,blue,0,green
0.6878306878306878,0.7123670418295197,0.25,0.5,low,0.yml,1,680.0,1337.6040977920745,0.6421142857142857,0.0,yellow,blue,0,green
0.6666666666666666,0.7376684419895458,-0.25,0.0,low,0.yml,1,660.0,1385.112270611259,0.6704857142857142,0.0,yellow,blue,0,green
0.6592592592592592,0.7348582118273661,-0.25,0.25,low,0.yml,1,653.0,1379.8355310094146,0.6700857142857143,0.0,yellow,blue,0,green
0.6444444444444445,0.7504305851347445,-0.25,0.5,low,0.yml,1,639.0,1409.0756124915702,0.6928857142857143,0.0,yellow,blue,0,green
0.6783068783068783,0.714206700627962,0.5,0.0,low,0.yml,1,671.0,1341.0584057581138,0.6504571428571428,0.0,yellow,blue,0,green
0.653968253968254,0.744324591288254,0.5,0.25,low,0.yml,1,648.0,1397.6104521029267,0.7085714285714285,0.0,yellow,blue,0,green
0.6751322751322751,0.7227362983206256,0.5,0.5,low,0.yml,1,668.0,1357.0743415837287,0.6468857142857143,0.0,yellow,blue,0,green
0.6730158730158731,0.7256492892502522,-0.5,0.0,low,0.yml,1,666.0,1362.5440339971967,0.6229714285714286,0.0,yellow,blue,0,green
0.6857142857142857,0.7064740377728604,-0.5,0.25,low,0.yml,1,678.0,1326.538866090382,0.6233142857142857,0.0,yellow,blue,0,green
0.7068783068783069,0.6852517434321479,-0.5,0.5,low,0.yml,1,698.0,1286.6899873413283,0.5999428571428571,0.0,yellow,blue,0,green
0.7153439153439154,0.750021155593352,0.0,0.0,low,1.yml,1,706.0,3077.4730166656072,0.5355142857142857,0.0,yellow,red,1,green
0.6941798941798942,0.7568100056133231,0.0,0.25,low,1.yml,1,686.0,3105.3289012561195,0.5318285714285714,0.0,yellow,red,1,green
0.6973544973544974,0.7639687588814358,0.0,0.5,low,1.yml,1,689.0,3134.70256605382,0.5274857142857143,0.0,yellow,red,1,green
0.7227513227513227,0.7499369302915682,0.25,0.0,low,1.yml,1,713.0,3077.1274249557905,0.5774857142857143,0.0,yellow,red,1,green
0.6878306878306878,0.7591231747372545,0.25,0.25,low,1.yml,1,680.0,3114.8202542783565,0.5716,0.0,yellow,red,1,green
0.7132275132275132,0.7528211878395963,0.25,0.5,low,1.yml,1,704.0,3088.9620575004533,0.5396,0.0,yellow,red,1,green
0.7216931216931217,0.751998156348417,-0.25,0.0,low,1.yml,1,712.0,3085.58500981709,0.5453428571428571,0.0,yellow,red,1,green
0.726984126984127,0.7523487629617696,-0.25,0.25,low,1.yml,1,717.0,3087.0236124271764,0.5524285714285714,0.0,yellow,red,1,green
0.7195767195767195,0.751168351859311,-0.25,0.5,low,1.yml,1,710.0,3082.1801712931524,0.5814857142857143,0.0,yellow,red,1,green
0.7005291005291006,0.7518719567704971,0.5,0.0,low,1.yml,1,692.0,3085.0671900291186,0.5512857142857143,0.0,yellow,red,1,green
0.6857142857142857,0.759279595297939,0.5,0.25,low,1.yml,1,678.0,3115.462076247201,0.5699714285714286,0.0,yellow,red,1,green
0.6994708994708995,0.7562664196301961,0.5,0.5,low,1.yml,1,691.0,3103.0984692438547,0.5782285714285714,0.0,yellow,red,1,green
0.7386243386243386,0.751047646441144,-0.5,0.0,low,1.yml,1,728.0,3081.6848950404706,0.5672285714285714,0.0,yellow,red,1,green
0.7206349206349206,0.7536005773639943,-0.5,0.25,low,1.yml,1,711.0,3092.160034268067,0.5600571428571428,0.0,yellow,red,1,green
0.762962962962963,0.7313676202269604,-0.5,0.5,low,1.yml,1,751.0,3000.9341732911516,0.5492,0.0,yellow,red,1,green
0.6624338624338625,0.7446445537011162,0.0,0.0,low,0-v.yml,1,656.0,1398.2112421584081,0.6788,0.0,yellow,purple,0-v,green
0.6941798941798942,0.7623282327426887,0.0,0.0,low,1-v.yml,1,686.0,3127.9711893620056,0.5407428571428572,0.0,yellow,orange,1-v,green
0.6634920634920635,0.7539036408817551,0.0,0.0,low,0-b.yml,1,657.0,1415.5969327187536,0.7069428571428571,0.0,yellow,blue,0-b,green
0.7015873015873015,0.7651941373635776,0.0,0.0,low,1-b.yml,1,693.0,3139.7305165134453,0.568,0.0,yellow,red,1-b,green
0.671957671957672,0.7401721238241293,0.0,0.0,low,0-c.yml,1,665.0,1389.8134076443616,0.6939428571428572,0.0,yellow,blue,0-c,green
0.7333333333333333,0.7476373708185444,0.0,0.0,low,1-c.yml,1,723.0,3067.691914802947,0.5272571428571429,0.0,yellow,red,1-c,green
0.7222707423580786,0.6568565714299085,0.0,0.0,medium,0.yml,1,857.0,1796.975181174683,0.7230571428571428,0.0,orange,blue,0,green
0.7344978165938865,0.6603418020711109,0.0,0.25,medium,0.yml,1,871.0,1806.5097938059864,0.7106,0.0,orange,blue,0,green
0.7397379912663755,0.6584776609960982,0.0,0.5,medium,0.yml,1,877.0,1801.4100271419884,0.7325142857142857,0.0,orange,blue,0,green
0.7606986899563318,0.6315433725390905,0.25,0.0,medium,0.yml,1,901.0,1727.7253751418111,0.7077142857142857,0.0,orange,blue,0,green
0.7764192139737991,0.6268268791501516,0.25,0.25,medium,0.yml,1,919.0,1714.8223732830527,0.685,0.0,orange,blue,0,green
0.765938864628821,0.6329035827779945,0.25,0.5,medium,0.yml,1,907.0,1731.4465285058845,0.6748571428571428,0.0,orange,blue,0,green
0.7510917030567685,0.6095402993958796,-0.25,0.0,medium,0.yml,1,890.0,1667.5311439082725,0.6519714285714285,0.0,orange,blue,0,green
0.7475982532751092,0.6162669840105497,-0.25,0.25,medium,0.yml,1,886.0,1685.9334646429772,0.6624857142857142,0.0,orange,blue,0,green
0.714410480349345,0.6591532954251785,-0.25,0.5,medium,0.yml,1,848.0,1803.258373270218,0.6816,0.0,orange,blue,0,green
0.7606986899563318,0.6497182132713728,0.5,0.0,medium,0.yml,1,901.0,1777.446637192394,0.7207428571428571,0.0,orange,blue,0,green
0.731004366812227,0.6624524984548128,0.5,0.25,medium,0.yml,1,867.0,1812.2840665794943,0.7338,0.0,orange,blue,0,green
0.7301310043668122,0.6664442299372112,0.5,0.5,medium,0.yml,1,866.0,1823.2043233231677,0.7538857142857143,0.0,orange,blue,0,green
0.7318777292576419,0.611346184725396,-0.5,0.0,medium,0.yml,1,868.0,1672.4715392066316,0.6470285714285714,0.0,orange,blue,0,green
0.7615720524017467,0.5788015288885314,-0.5,0.25,medium,0.yml,1,902.0,1583.438497044309,0.6237714285714285,0.0,orange,blue,0,green
0.7519650655021834,0.5838164598444885,-0.5,0.5,medium,0.yml,1,891.0,1597.1579403065452,0.6548,0.0,orange,blue,0,green
0.777292576419214,0.6657549580666059,0.0,0.0,medium,1.yml,1,920.0,4042.110608590822,0.62,0.0,orange,red,1,green
0.8358078602620087,0.646437338943136,0.0,0.25,medium,1.yml,1,987.0,3924.8242823748596,0.5436857142857143,0.0,orange,red,1,green
0.8087336244541484,0.6431805652157263,0.0,0.5,medium,1.yml,1,956.0,3905.050881555476,0.5782285714285714,0.0,orange,red,1,green
0.8034934497816594,0.6537924820265375,0.25,0.0,medium,1.yml,1,950.0,3969.480805807233,0.5602571428571429,0.0,orange,red,1,green
0.7851528384279476,0.6605803121081965,0.25,0.25,medium,1.yml,1,929.0,4010.6929059199606,0.5747428571428571,0.0,orange,red,1,green
0.8165938864628821,0.6452046875921709,0.25,0.5,medium,1.yml,1,965.0,3917.3402778743152,0.5992285714285714,0.0,orange,red,1,green
0.8096069868995633,0.6448543018361635,-0.25,0.0,medium,1.yml,1,957.0,3915.212921608626,0.5966857142857143,0.0,orange,red,1,green
0.8532751091703057,0.6366424523137957,-0.25,0.25,medium,1.yml,1,1007.0,3865.354931565398,0.5878285714285715,0.0,orange,red,1,green
0.8480349344978166,0.6248884176533052,-0.25,0.5,medium,1.yml,1,1001.0,3793.9906741622117,0.5772,0.0,orange,red,1,green
0.7764192139737991,0.6624999121276306,0.5,0.0,medium,1.yml,1,919.0,4022.3476979854063,0.574,0.0,orange,red,1,green
0.8227074235807861,0.6509755416115908,0.5,0.25,medium,1.yml,1,972.0,3952.37783932225,0.5875428571428571,0.0,orange,red,1,green
0.8183406113537118,0.6431655935657821,0.5,0.5,medium,1.yml,1,967.0,3904.959981646531,0.5939714285714286,0.0,orange,red,1,green
0.8838427947598253,0.6133398269649544,-0.5,0.0,medium,1.yml,1,1042.0,3723.873763473,0.5487714285714286,0.0,orange,red,1,green
0.8288209606986899,0.6429196084336471,-0.5,0.25,medium,1.yml,1,979.0,3903.4664905352583,0.5951428571428572,0.0,orange,red,1,green
0.8131004366812227,0.6389242983524709,-0.5,0.5,medium,1.yml,1,961.0,3879.2090891174284,0.5916285714285714,0.0,orange,red,1,green
0.7537117903930131,0.631590795557833,0.0,0.0,medium,0-v.yml,1,893.0,1727.8551112081052,0.6715142857142857,0.0,orange,purple,0-v,green
0.834061135371179,0.6305677927414296,0.0,0.0,medium,1-v.yml,1,985.0,3828.4728241120097,0.5854857142857143,0.0,orange,orange,1-v,green
0.7589519650655022,0.6351117550458457,0.0,0.0,medium,0-b.yml,1,899.0,1737.4874679341815,0.6838285714285715,0.0,orange,blue,0-b,green
0.8244541484716157,0.6410294925537562,0.0,0.0,medium,1-b.yml,1,974.0,3891.9907105098864,0.5587142857142857,0.0,orange,red,1-b,green
0.7563318777292577,0.6550381915075906,0.0,0.0,medium,0-c.yml,1,896.0,1792.0006041780055,0.6986571428571429,0.0,orange,blue,0-c,green
0.8227074235807861,0.6311212874566403,0.0,0.0,medium,1-c.yml,1,972.0,3831.8333501329494,0.5860285714285715,0.0,orange,red,1-c,green
0.7338028169014085,0.45965646736849036,0.0,0.0,high,0.yml,1,1072.0,1637.9493213705343,0.7413142857142857,0.0,red,blue,0,green
0.7133802816901409,0.5236179360508132,0.0,0.25,high,0.yml,1,1043.0,1865.8709360099438,0.7304571428571428,0.0,red,blue,0,green
0.717605633802817,0.5369254778144273,0.0,0.5,high,0.yml,1,1049.0,1913.291304368098,0.7404,0.0,red,blue,0,green
0.7443661971830986,0.499214530132912,0.25,0.0,high,0.yml,1,1087.0,1778.9113368310375,0.7434571428571428,0.0,red,blue,0,green
0.7366197183098592,0.5347631598075587,0.25,0.25,high,0.yml,1,1076.0,1905.5860558545417,0.7472857142857143,0.0,red,blue,0,green
0.7535211267605634,0.49460686424263756,0.25,0.5,high,0.yml,1,1100.0,1762.4922853135333,0.7232571428571428,0.0,red,blue,0,green
0.6873239436619718,0.5333124500204577,-0.25,0.0,high,0.yml,1,1006.0,1900.4165667252114,0.7153428571428572,0.0,red,blue,0,green
0.7267605633802817,0.4999634399022708,-0.25,0.25,high,0.yml,1,1062.0,1781.5800173252153,0.6763142857142858,0.0,red,blue,0,green
0.7281690140845071,0.5063540589583218,-0.25,0.5,high,0.yml,1,1064.0,1804.352480869397,0.6738571428571428,0.0,red,blue,0,green
0.7366197183098592,0.5269486203904137,0.5,0.0,high,0.yml,1,1076.0,1877.7395651733284,0.7656285714285714,0.0,red,blue,0,green
0.7415492957746479,0.5295546720843574,0.5,0.25,high,0.yml,1,1083.0,1887.0260234450657,0.7268571428571429,0.0,red,blue,0,green
0.745774647887324,0.5226285018855696,0.5,0.5,high,0.yml,1,1089.0,1862.3451659304328,0.7410571428571429,0.0,red,blue,0,green
0.7387323943661972,0.4155380655726161,-0.5,0.0,high,0.yml,1,1079.0,1480.7368998958386,0.6562,0.0,red,blue,0,green
0.726056338028169,0.47327216454371773,-0.5,0.25,high,0.yml,1,1061.0,1686.4677770681712,0.6574571428571429,0.0,red,blue,0,green
0.7091549295774648,0.4895398585413285,-0.5,0.5,high,0.yml,1,1037.0,1744.4364128543596,0.6737428571428571,0.0,red,blue,0,green
0.7788732394366197,0.5498198159326684,0.0,0.0,high,1.yml,1,1136.0,4398.544183507842,0.6134571428571428,0.0,red,red,1,green
0.795774647887324,0.5079183190145524,0.0,0.25,high,1.yml,1,1160.0,4063.3333013085344,0.5970571428571428,0.0,red,red,1,green
0.7450704225352113,0.5612240463504024,0.0,0.5,high,1.yml,1,1088.0,4489.777729330879,0.6174571428571428,0.0,red,red,1,green
0.7816901408450704,0.514593098592817,0.25,0.0,high,1.yml,1,1140.0,4116.731363799916,0.6083714285714286,0.0,red,red,1,green
0.7633802816901408,0.5488274152404662,0.25,0.25,high,1.yml,1,1114.0,4390.605003860433,0.6174285714285714,0.0,red,red,1,green
0.7830985915492957,0.5427193336833601,0.25,0.5,high,1.yml,1,1142.0,4341.740510754039,0.5562571428571429,0.0,red,red,1,green
0.8169014084507042,0.47110663153537297,-0.25,0.0,high,1.yml,1,1190.0,3768.8407618354177,0.6104,0.0,red,red,1,green
0.7809859154929577,0.5246320531543257,-0.25,0.25,high,1.yml,1,1139.0,4197.042738391099,0.6076285714285714,0.0,red,red,1,green
0.8183098591549296,0.5137919274812303,-0.25,0.5,high,1.yml,1,1192.0,4110.322015808544,0.5759714285714286,0.0,red,red,1,green
0.7591549295774648,0.5443082921284829,0.5,0.0,high,1.yml,1,1108.0,4354.452136861539,0.6698,0.0,red,red,1,green
0.7626760563380282,0.5361491463541181,0.5,0.25,high,1.yml,1,1113.0,4289.179183526187,0.6654285714285715,0.0,red,red,1,green
0.7894366197183098,0.48989459540164915,0.5,0.5,high,1.yml,1,1151.0,3919.143982616541,0.6560857142857143,0.0,red,red,1,green
0.7443661971830986,0.586107361671209,-0.5,0.0,high,1.yml,1,1087.0,4688.8436027299,0.5958857142857142,0.0,red,red,1,green
0.780281690140845,0.5410312351897711,-0.5,0.25,high,1.yml,1,1138.0,4328.235766845221,0.5759428571428571,0.0,red,red,1,green
0.8225352112676056,0.46619713122708617,-0.5,0.5,high,1.yml,1,1198.0,3729.5648874504363,0.6005428571428572,0.0,red,red,1,green
0.7154929577464789,0.5650553733161925,0.0,0.0,high,0-v.yml,1,1046.0,2013.5299532684808,0.7289142857142857,0.0,red,purple,0-v,green
0.7612676056338028,0.5585197019205805,0.0,0.0,high,1-v.yml,1,1111.0,4468.143044444492,0.6095142857142857,0.0,red,orange,1-v,green
0.7056338028169014,0.5487266616309716,0.0,0.0,high,0-b.yml,1,1032.0,1955.3438857977458,0.7319142857142857,0.0,red,blue,0-b,green
0.7401408450704225,0.5752635393513343,0.0,0.0,high,1-b.yml,1,1081.0,4602.093307069553,0.6352,0.0,red,red,1-b,green
0.7323943661971831,0.535060414400158,0.0,0.0,high,0-c.yml,1,1070.0,1906.6452989910727,0.7241714285714286,0.0,red,blue,0-c,green
0.8070422535211268,0.5358535285406711,0.0,0.0,high,1-c.yml,1,1176.0,4286.814248730826,0.5950285714285715,0.0,red,red,1-c,green
0.8666666666666667,0.8837416994243243,0.0,0.0,low,0.yml,2,260.0,73812.47267618045,0.4655714285714286,0.0,yellow,blue,0,blue
0.8966666666666666,0.8803535747973315,0.0,0.25,low,0.yml,2,269.0,73529.48743669665,0.4712857142857143,0.0,yellow,blue,0,blue
0.92,0.8788706461418814,0.0,0.5,low,0.yml,2,276.0,73405.62926531871,0.43825714285714285,0.0,yellow,blue,0,blue
0.9566666666666667,0.8782156419104422,0.25,0.0,low,0.yml,2,287.0,73350.92155834124,0.47245714285714285,0.0,yellow,blue,0,blue
0.9333333333333333,0.866383907932558,0.25,0.25,low,0.yml,2,280.0,72362.70346076442,0.4503142857142857,0.0,yellow,blue,0,blue
0.9,0.8743843079786521,0.25,0.5,low,0.yml,2,270.0,73030.91829116736,0.45548571428571427,0.0,yellow,blue,0,blue
0.9,0.8765558653979356,-0.25,0.0,low,0.yml,2,270.0,73212.29258048745,0.4323142857142857,0.0,yellow,blue,0,blue
