,generation,params,ecological_impact,economic_impact,adjusted_score,ok_satisfaction,high_sat,med_sat,low_sat,simulation
PF,7,0.7266145696974551,0.7608695652173914,0.704783532708265,-0.1321729890308656,1.0,0.8848124935791822,0.83093925873102,0.7351532573610483,<src.core.WaterManagementSimulation object at 0x000002BE5CD4E870>
PG,7,2.6016120263569538,0.7608695652173914,0.704783532708265,-0.1321729890308656,1.0,0.8848124935791822,0.83093925873102,0.7351532573610483,<src.core.WaterManagementSimulation object at 0x000002BE5CD4E870>
WF_EF,7,0.865856531031441,0.7608695652173914,0.704783532708265,-0.1321729890308656,1.0,0.8848124935791822,0.83093925873102,0.7351532573610483,<src.core.WaterManagementSimulation object at 0x000002BE5CD4E870>
PUR,7,0.9356609489016493,0.7608695652173914,0.704783532708265,-0.1321729890308656,1.0,0.8848124935791822,0.83093925873102,0.7351532573610483,<src.core.WaterManagementSimulation object at 0x000002BE5CD4E870>
SUB_BC,7,3.2893318082328054,0.7608695652173914,0.704783532708265,-0.1321729890308656,1.0,0.8848124935791822,0.83093925873102,0.7351532573610483,<src.core.WaterManagementSimulation object at 0x000002BE5CD4E870>
FIN_BC,7,0.060952784906565874,0.7608695652173914,0.704783532708265,-0.1321729890308656,1.0,0.8848124935791822,0.83093925873102,0.7351532573610483,<src.core.WaterManagementSimulation object at 0x000002BE5CD4E870>
WF_SF,7,6.542628748726632,0.7608695652173914,0.704783532708265,-0.1321729890308656,1.0,0.8848124935791822,0.83093925873102,0.7351532573610483,<src.core.WaterManagementSimulation object at 0x000002BE5CD4E870>
ANT_C_F,7,0.3005462481260572,0.7608695652173914,0.704783532708265,-0.1321729890308656,1.0,0.8848124935791822,0.83093925873102,0.7351532573610483,<src.core.WaterManagementSimulation object at 0x000002BE5CD4E870>
ANT_N_F,7,0.0505896421462025,0.7608695652173914,0.704783532708265,-0.1321729890308656,1.0,0.8848124935791822,0.83093925873102,0.7351532573610483,<src.core.WaterManagementSimulation object at 0x000002BE5CD4E870>
CF,7,1.519040171862454,0.7608695652173914,0.704783532708265,-0.1321729890308656,1.0,0.8848124935791822,0.83093925873102,0.7351532573610483,<src.core.WaterManagementSimulation object at 0x000002BE5CD4E870>
CG,7,0.10856140246914334,0.7608695652173914,0.704783532708265,-0.1321729890308656,1.0,0.8848124935791822,0.83093925873102,0.7351532573610483,<src.core.WaterManagementSimulation object at 0x000002BE5CD4E870>
