,generation,params,ecological_impact,economic_impact,adjusted_score,ok_satisfaction,high_sat,med_sat,low_sat,simulation
PF,2,1.3714379827600525,0.7843478260869565,0.8920372270226128,0.029254618326960524,0.0,0.8830043837718414,0.8865583600477875,0.896946313093168,<src.core.WaterManagementSimulation object at 0x0000028D578A9310>
PG,2,7.154471999587505,0.7843478260869565,0.8920372270226128,0.029254618326960524,0.0,0.8830043837718414,0.8865583600477875,0.896946313093168,<src.core.WaterManagementSimulation object at 0x0000028D578A9310>
WF_EF,2,0.4214744283977393,0.7843478260869565,0.8920372270226128,0.029254618326960524,0.0,0.8830043837718414,0.8865583600477875,0.896946313093168,<src.core.WaterManagementSimulation object at 0x0000028D578A9310>
PUR,2,0.6755029716107883,0.7843478260869565,0.8920372270226128,0.029254618326960524,0.0,0.8830043837718414,0.8865583600477875,0.896946313093168,<src.core.WaterManagementSimulation object at 0x0000028D578A9310>
SUB_BC,2,0.7860125188217294,0.7843478260869565,0.8920372270226128,0.029254618326960524,0.0,0.8830043837718414,0.8865583600477875,0.896946313093168,<src.core.WaterManagementSimulation object at 0x0000028D578A9310>
FIN_BC,2,0.11158330598535778,0.7843478260869565,0.8920372270226128,0.029254618326960524,0.0,0.8830043837718414,0.8865583600477875,0.896946313093168,<src.core.WaterManagementSimulation object at 0x0000028D578A9310>
WF_SF,2,7.700511187509747,0.7843478260869565,0.8920372270226128,0.029254618326960524,0.0,0.8830043837718414,0.8865583600477875,0.896946313093168,<src.core.WaterManagementSimulation object at 0x0000028D578A9310>
ANT_C_F,2,-0.1579986566700551,0.7843478260869565,0.8920372270226128,0.029254618326960524,0.0,0.8830043837718414,0.8865583600477875,0.896946313093168,<src.core.WaterManagementSimulation object at 0x0000028D578A9310>
ANT_N_F,2,0.6969863696527481,0.7843478260869565,0.8920372270226128,0.029254618326960524,0.0,0.8830043837718414,0.8865583600477875,0.896946313093168,<src.core.WaterManagementSimulation object at 0x0000028D578A9310>
CF,2,1.5100765416314796,0.7843478260869565,0.8920372270226128,0.029254618326960524,0.0,0.8830043837718414,0.8865583600477875,0.896946313093168,<src.core.WaterManagementSimulation object at 0x0000028D578A9310>
CG,2,0.5769929397796756,0.7843478260869565,0.8920372270226128,0.029254618326960524,0.0,0.8830043837718414,0.8865583600477875,0.896946313093168,<src.core.WaterManagementSimulation object at 0x0000028D578A9310>
