ecological_impact,economic_impact,bias,uncertainty,scarcity,scenario,station,raw_ecological_impact,raw_economic_impact,cooperation_percentage,priority_ok,scarcity_color,scenario_color,scenario_name,station_color
0.6814814814814815,-0.14573520475347967,0.0,0.0,low,0.yml,1,674.0,-273.6454603095922,0.9604,1.0,yellow,blue,0,green
0.6835978835978836,-0.47425797285910226,0.0,0.25,low,0.yml,1,676.0,-890.5092047460441,0.9504571428571429,1.0,yellow,blue,0,green
0.6857142857142857,-0.4314143935622845,0.0,0.5,low,0.yml,1,678.0,-810.0622667682234,0.9520285714285714,1.0,yellow,blue,0,green
0.6772486772486772,-0.362392156989893,0.25,0.0,low,0.yml,1,670.0,-680.4599395172394,0.9582571428571428,0.0,yellow,blue,0,green
0.6814814814814815,-0.4528627952422598,0.25,0.25,low,0.yml,1,674.0,-850.3357048887523,0.9449428571428572,1.0,yellow,blue,0,green
0.6888888888888889,-0.5943255589410519,0.25,0.5,low,0.yml,1,681.0,-1115.9588475913308,0.9434571428571429,1.0,yellow,blue,0,green
0.6550264550264551,-0.4583714050096064,-0.25,0.0,low,0.yml,1,649.0,-860.6791634786059,0.9501714285714286,1.0,yellow,blue,0,green
0.6761904761904762,-0.8566763035002324,-0.25,0.25,low,0.yml,1,669.0,-1608.5720797811805,0.9443428571428572,1.0,yellow,blue,0,green
0.6761904761904762,-0.49841234416901414,-0.25,0.5,low,0.yml,1,669.0,-935.8636135642184,0.9534571428571429,1.0,yellow,blue,0,green
0.6835978835978836,-0.46610450423028776,0.5,0.0,low,0.yml,1,676.0,-875.1995225053947,0.9550571428571428,1.0,yellow,blue,0,green
0.6846560846560846,-0.8205875254158973,0.5,0.25,low,0.yml,1,677.0,-1540.8085609553505,0.9466571428571429,1.0,yellow,blue,0,green
0.6804232804232804,-0.6272407738726219,0.5,0.5,low,0.yml,1,673.0,-1177.763400282458,0.9451428571428572,0.0,yellow,blue,0,green
0.691005291005291,-1.575627674455591,-0.5,0.0,low,0.yml,1,683.0,-2958.539503082132,0.9148571428571428,1.0,yellow,blue,0,green
0.6994708994708995,-2.1990894415090354,-0.5,0.25,low,0.yml,1,691.0,-4129.207102028899,0.9033142857142857,1.0,yellow,blue,0,green
0.6751322751322751,-1.8604176453559018,-0.5,0.5,low,0.yml,1,668.0,-3493.2866344317385,0.9046,1.0,yellow,blue,0,green
0.671957671957672,-0.10365911332680783,0.0,0.0,low,1.yml,1,665.0,-425.3321680537953,0.9322571428571429,1.0,yellow,red,1,green
0.6867724867724868,0.02200939319608961,0.0,0.25,low,1.yml,1,679.0,90.30853752460439,0.9368857142857143,1.0,yellow,red,1,green
0.6730158730158731,0.20933439438721083,0.0,0.5,low,1.yml,1,666.0,858.937038485302,0.9519142857142857,1.0,yellow,red,1,green
0.671957671957672,-0.35993607713645603,0.25,0.0,low,1.yml,1,665.0,-1476.8830943649882,0.9076285714285715,0.0,yellow,red,1,green
